Attack,PINN_Euclidean,PINN_Euclidean_Clean,PINN_Euclidean_Ratio,PINN_Fisher,PINN_Fisher_Clean,PINN_Fisher_Ratio,L2_Filter,L2_Filter_Clean,L2_Filter_Ratio,FLAME_Score,FLAME_Clean,DeepSight_Score,DeepSight_Clean,RLR_Score,RLR_Clean,Krum_Score,Krum_Clean,TrimmedMean_Score,TrimmedMean_Clean,FoolsGold_Score,FoolsGold_Clean,FLTrust_Score,FLTrust_Clean
RKHS_Evasion,4.731399385491386e-05,3.821877209702507e-05,1.2376540301851808,2621.907861328125,0.15185996979475022,17265.298368087653,0.1188003222644329,0.05988847315311432,1.9836922895626061,8.355946754629258,1.460740678012371,71.39431956291199,0.40058374404907227,0.5780000042915344,0.8999999761581421,4.56956682460038,-3.2776797155097395,6.376389153003693,0.7110165655612946,0.12513020541518927,0,0.7216439318656921,1.3975598812103271
Spectral_Masking,3.7945576004858594e-05,3.818292607320473e-05,0.9935236680250149,0.20099544748663903,0.19751328662037848,1.0176299566957927,0.06226865686476231,0.057891653552651405,1.0756066252635859,1.1576330487430095,0.786291629076004,1.040016127228737,0.7882257699966431,0.6140000095963478,0.5,-3.289920490225148,-3.220262756373844,0.7212593080848455,0.6770422980189323,0.0,0,0.9039755293726921,0.5758845806121826
Super_Adaptive,3.945488835597644e-05,3.768857073737308e-05,1.046588440470031,0.24340865701436998,0.20393521681427956,1.1935586647619159,0.07210082031786441,0.058105917274951936,1.2408513846907547,1.2159970011375845,1.0384853184223175,0.951270604133606,1.0970345735549927,0.5880000045895577,0.6000000238418579,-3.0726429993048128,-3.2229670827936494,0.8587693973630667,0.7571813762187958,0.005824909098446369,0,0.8208118414506316,1.4485087394714355
Constrain_Scale,0.00010874474523006939,3.805190084676724e-05,2.8570497744677286,1152.033653564453,0.19112555488944052,6027.627200112473,0.23944843918085099,0.059001137539744376,4.058369187134091,7.270659170018043,0.7311739325523376,1.0527494108676911,0.592437207698822,0.5680000087618828,0.800000011920929,5.417513243865724,-3.1792107448728117,7.046337476223707,0.6510161459445953,0.8228333621844649,0,0.722056452035904,1.3764978051185608
DBA_Part0,8.279813540866599e-05,3.821737001999281e-05,2.165938576610496,7393.672158203125,0.1829003646969795,40424.58726753624,0.22025037616491316,0.05898781381547451,3.7338277956125245,11.260169913883146,1.6147448793053627,0.9291549420356751,0.5028750896453857,0.5820000058412552,0.699999988079071,9.655921510509986,-3.421954746048937,10.136006202623248,0.5976437255740166,0.9021247154101729,0,0.7232270658016204,1.2658784091472626
